Code,Label,Year,Number of non-employing businesses,Number of employing businesses: 1-4 employees,Number of employing businesses: 5-19 employees,Number of employing businesses: 20 or more employees,Total number of businesses,Number of non-employing business entries,Number of employing business entries: 1-4 employees,Number of employing business entries: 5-19 employees,Number of employing business entries: 20 or more employees,Total number of business entries,Number of non-employing business exits,Number of employing business exits: 1-4 employees,Number of employing business exits: 5-19 employees,Number of employing business exits: 20 or more employees,Total number of business exits,"Agriculture, forestry and fishing (no.)",Mining (no.),Manufacturing (no.),"Electricity, gas, water and waste services (no.)",Construction (no.),Wholesale trade (no.),Retail trade (no.),Accommodation and food services (no.),"Transport, postal and warehousing (no.)",Information media and telecommunications (no.),Financial and insurance services (no.),"Rental, hiring and real estate services (no.)","Professional, scientific and technical services (no.)",Administrative and support services (no.),Public administration and safety (no.),Education and training (no.),Health care and social assistance (no.),Arts and recreation services (no.),Other services (no.),Currently unknown (no.),Number of businesses with turnover of zero to less than $50k,Number of businesses with turnover of $50k to less than $200k,Number of businesses with turnover of $200k to less than $2m,Number of businesses with turnover of $2m to less than $5m,Number of businesses with turnover of $5m to less than $10m,Number of businesses with turnover of $10m or more,Number of business entries with turnover of zero to less than $50k,Number of business entries with turnover of $50k to less than $200k,Number of business entries with turnover of $200k to less than $2m,Number of business entries with turnover of $2m to less than $5m,Number of business entries with turnover of $5m to less than $10m,Number of business entries with turnover of $10m or more,Number of business exits with turnover of zero to less than $50k,Number of business exits with turnover of $50k to less than $200k,Number of business exits with turnover of $200k to less than $2m,Number of business exits with turnover of $2m to less than $5m,Number of business exits with turnover of $5m to less than $10m,Number of business exits with turnover of $10m or more,Private sector houses (no.),Private sector dwellings excluding houses (no.),Total private sector dwelling units (no.),Total dwelling units (no.),Value of private sector houses ($m),Value of private sector dwellings excluding houses ($m),Total value of private sector dwelling units ($m),Value of residential building ($m),Value of non-residential building ($m),Value of total building ($m),Number of established house transfers (no.),Median price of established house transfers ($),Number of attached dwelling transfers (no.),Median price of attached dwelling transfers ($),Debtors entering business related personal insolvencies (no.),Debtors entering non-business related personal insolvencies (no.),Total debtors entering personal insolvencies (no.),Managers (no.),Professionals (no.),Technicians and trades workers (no.),Community and personal service workers (no.),Clerical and administrative workers (no.),Sales workers (no.),Machinery operators and drivers (no.),Labourers (no.),Debtors with other or unknown occupations (no.),Area of holding - total area (ha),Dairy cattle - total (no.),Meat cattle - total (no.),Sheep and lambs - total (no.),Pigs - total (no.),Meat chickens - total (no.),Broadacre crops - total area (ha),Vegetables - total area (ha),Orchard fruit trees and nut trees (produce intended for sale) - total area - (ha),Agricultural production - total gross value ($m),Crops - total gross value ($m),Livestock slaughtered and other disposals - total gross value ($m),"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing (%),"Electricity, gas, water and waste services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, postal and warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, hiring and real estate services (%)","Professional, scientific and technical services (%)",Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Industry of employment inadequately described or not stated (%),Total persons employed aged 15 years and over (no.),Houses - additions (no.),Houses - removals (no.),Houses - total (no.),Townhouses - additions (no.),Townhouses - removals (no.),Townhouses - total (no.),Apartments - additions (no.),Apartments - removals (no.),Apartments - total (no.),Total dwelling additions (no.),Total dwelling removals (no.),Total dwellings (no.)
304041098,Enoggera,2021.0,313,202,58,10,583,90,31,5,-,126,55,14,3,-,72,4,-,29,3,102,18,31,16,42,11,24,47,125,26,-,15,34,15,42,-,184,176,193,10,12,8,63,42,21,-,-,-,35,25,8,-,-,-,31,17,48,48,20,4,24,25,6,31,105,800000,79,415500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,1.2,2.8,1,4.4,1.5,6.4,5.9,2.9,1.4,3.6,1.7,11.2,2.7,22.4,9.2,14.7,1.7,3,2.5,5285,24,18,2012,20,-,594,-,-,1296,44,18,3902
304041098,Enoggera,2022.0,338,206,54,14,613,84,39,3,-,121,64,14,6,-,84,5,-,32,3,103,14,34,12,39,10,23,43,140,29,-,18,40,17,41,-,169,199,213,19,10,10,60,35,23,3,-,-,38,25,9,-,3,-,36,15,51,51,22,3,24,26,16,41,104,1070000,110,461000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,24,2014,1,-,595,3,-,1299,30,24,3908
304041098,Enoggera,2023.0,339,185,52,18,594,70,32,3,-,106,80,21,-,-,101,3,-,26,3,93,10,40,15,43,5,25,46,138,26,-,15,57,14,36,-,146,216,183,29,8,12,40,45,20,-,-,-,37,43,13,-,-,-,18,14,32,32,15,7,22,23,56,79,78,1050000,88,500000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041098,Enoggera,2024.0,338,177,47,12,576,72,25,-,-,101,61,24,5,-,94,-,-,30,3,87,14,33,11,43,7,24,51,129,34,-,13,55,11,27,-,143,207,191,23,10,13,39,47,22,-,-,-,38,37,20,-,-,-,17,-,17,17,16,-,16,16,9,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041099,Enoggera Reservoir,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,26.7,-,15,-,-,-,-,-,-,-,-,-,-,-,-
304041099,Enoggera Reservoir,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.6,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-
304041099,Enoggera Reservoir,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,10
304041099,Enoggera Reservoir,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,10
304041099,Enoggera Reservoir,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,10
304041099,Enoggera Reservoir,2020.0,5,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,3,3,3,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,10
304041099,Enoggera Reservoir,2021.0,4,-,-,-,5,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,-,-,21.4,21.4,-,-,-,14,-,-,10,-,-,-,-,-,-,-,-,10
304041099,Enoggera Reservoir,2022.0,4,-,-,-,5,-,-,-,-,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,3,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,10
304041099,Enoggera Reservoir,2023.0,3,-,-,-,3,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041099,Enoggera Reservoir,2024.0,3,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041100,Keperra,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,5.1,0.9,6.7,2.5,9.7,6.4,4.2,1.9,4,1.6,8.9,3.7,12.1,9.9,13.3,1.7,4.3,1.7,3097,-,-,-,-,-,-,-,-,-,-,-,-
304041100,Keperra,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.9,3.9,1,7.5,1.9,8.8,5.7,4.4,1.9,4,1.1,9.3,3.6,11.3,11.5,14.9,2,3.7,3,3004,-,-,-,-,-,-,-,-,-,-,-,-
304041100,Keperra,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,5,2534,52,-,386,6,-,196,67,5,3116
304041100,Keperra,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,523495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,5,2548,6,-,392,-,-,196,25,5,3136
304041100,Keperra,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,7,7,3,-,3,3,5,8,104,545000,13,455000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,2,2554,-,-,392,1,-,197,9,2,3143
304041100,Keperra,2020.0,180,95,29,6,310,-,-,-,-,-,-,-,-,-,-,3,-,9,-,72,5,23,16,25,6,8,12,57,17,-,5,18,8,24,-,76,109,111,10,3,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,10,4,-,4,4,2,6,109,569600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,3,2561,-,-,392,-,-,197,10,3,3150
304041100,Keperra,2021.0,178,112,25,5,320,44,16,-,-,60,35,5,3,-,41,3,3,8,3,68,8,24,13,24,8,9,13,54,23,-,7,27,7,22,-,87,121,97,11,3,3,18,37,5,-,-,-,18,20,5,-,-,-,9,-,9,9,5,-,5,7,2,9,123,626000,13,519500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,1.1,3.8,0.9,8.3,1.2,8.5,5.9,3.6,1.6,3.6,1.4,9.4,3.7,10.8,11.1,14.9,2,4.4,3.1,3347,6,3,2564,-,-,392,-,-,197,6,3,3153
304041100,Keperra,2022.0,171,106,28,4,310,45,21,-,-,67,50,16,3,-,67,3,3,11,-,78,8,24,15,21,6,3,15,52,20,-,4,26,4,22,-,68,113,109,12,3,3,19,32,18,-,-,-,20,22,5,-,-,-,11,-,11,11,6,-,6,7,12,20,137,822000,10,590782.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,7,2566,-,-,392,-,-,197,9,7,3155
304041100,Keperra,2023.0,186,97,31,4,318,48,14,-,-,63,43,9,-,-,53,-,-,7,-,75,6,25,14,19,10,9,11,58,21,-,5,22,7,26,-,68,120,112,12,3,3,22,31,9,-,-,-,23,23,3,-,-,-,10,-,10,10,6,-,6,8,6,14,94,795000,11,480000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041100,Keperra,2024.0,204,102,30,5,337,51,16,-,-,67,30,7,-,-,41,3,3,9,-,78,6,19,13,27,9,10,16,61,15,-,5,27,7,23,-,64,132,117,9,3,3,14,35,15,-,-,-,17,14,5,-,-,-,16,-,16,16,10,-,10,12,8,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041101,Mitchelton,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,1.3,4.1,1.7,6.8,2.2,8.1,4.9,3.8,1.8,4.1,1.4,11,3.2,16.5,10.4,13,1.2,3,1.5,3981,-,-,-,-,-,-,-,-,-,-,-,-
304041101,Mitchelton,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,1.3,3.1,1.3,7.2,1.8,7.2,5.3,3.9,1.7,4.8,2.3,9.7,3.3,14.2,11.9,13.2,2,3,2.6,4221,-,-,-,-,-,-,-,-,-,-,-,-
304041101,Mitchelton,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,13,2725,-,-,82,118,-,667,151,13,3474
304041101,Mitchelton,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127,652500,39,429500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,22,2724,-,-,82,23,-,690,44,22,3496
304041101,Mitchelton,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,64,92,92,13,18,31,32,9,41,140,670000,24,420000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,9,2751,18,-,100,-,-,690,54,9,3541
304041101,Mitchelton,2020.0,339,152,53,11,555,-,-,-,-,-,-,-,-,-,-,3,-,12,-,114,13,37,31,25,5,14,48,124,22,-,12,52,10,32,-,159,181,191,17,4,3,-,-,-,-,-,-,-,-,-,-,-,-,26,-,26,26,14,-,14,16,13,29,108,661000,27,399500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,13,2764,-,-,100,60,-,750,86,13,3614
304041101,Mitchelton,2021.0,324,177,51,9,561,56,19,3,-,76,49,10,3,-,60,-,3,10,-,107,12,38,33,18,4,20,42,129,27,3,16,52,10,39,-,164,183,189,17,6,-,30,35,11,-,-,-,32,20,13,3,-,-,28,14,42,42,18,4,21,24,2,26,163,770000,37,425000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,1.4,2.7,1.2,6.7,1.6,7.1,5.5,3.4,1.2,4.8,1.8,11.8,3,14,10.9,14.9,1.8,3.1,2.8,4739,22,21,2765,-,-,100,-,-,750,22,21,3615
304041101,Mitchelton,2022.0,349,162,53,8,574,65,22,-,-,90,61,16,8,-,81,-,-,13,-,110,9,40,32,18,7,28,49,133,21,-,13,53,9,37,-,158,186,197,24,6,3,43,34,9,3,-,-,35,18,14,-,-,-,40,52,92,92,24,15,39,40,37,77,143,941000,49,465000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,25,2769,-,-,100,15,-,765,44,25,3634
304041101,Mitchelton,2023.0,346,156,50,14,566,56,19,3,-,76,57,17,-,-,76,4,-,13,-,104,9,34,34,22,7,27,44,123,26,3,13,54,12,39,-,142,193,200,21,6,4,27,34,14,-,3,-,33,20,16,3,3,-,28,5,33,33,22,2,24,26,3,29,104,911000,41,563500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041101,Mitchelton,2024.0,343,166,41,21,562,65,19,-,-,85,73,8,3,-,90,6,-,14,-,99,11,30,33,26,6,28,37,126,25,-,16,59,10,35,-,138,197,191,29,5,3,33,40,13,-,-,-,47,21,13,-,-,-,22,60,82,103,19,25,44,55,13,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2020.0,-,3,-,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2021.0,3,3,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,423.7,-,-,-,-,-,310.5,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2022.0,3,-,-,-,5,-,-,-,-,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2023.0,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304041102,Mount Coot-tha,2024.0,3,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
